bug id,severity
1198884,minor
1198894,blocker
1198900,trivial
1198902,normal
1198913,trivial
1198917,blocker
1198921,trivial
1198926,minor
1198938,major
1198940,trivial
1198942,enhancement
1198945,trivial
1198952,critical
1198960,enhancement
1198966,blocker
1198974,major
1198979,blocker
1198980,minor
1198982,blocker
1198995,critical
1198996,minor
1199005,major
1199032,major
1199036,blocker
1199038,critical
1199049,blocker
1199051,minor
1199054,minor
1199057,trivial
1199068,critical
1199069,minor
1199080,major
1199093,major
1199097,major
1199098,minor
1199099,trivial
1199104,blocker
1199109,critical
1199116,major
1199121,normal
1199130,critical
1199131,trivial
1199133,critical
1199140,minor
1199143,major
1199149,critical
1199152,critical
1199155,critical
1199160,normal
1199161,minor
1199164,trivial
1199165,critical
1199169,trivial
1199170,minor
1199171,blocker
1199172,normal
1199175,trivial
1199183,major
1199193,major
1199203,critical
1199211,enhancement
1199214,major
1199215,minor
1199216,critical
1199217,enhancement
1199218,minor
1199219,critical
1199220,trivial
1199221,enhancement
1199224,critical
1199227,trivial
1199229,trivial
1199232,normal
1199236,blocker
1199265,enhancement
1199266,major
1199272,critical
1199278,minor
1199283,normal
1199288,blocker
1199289,trivial
1199295,major
1199296,minor
1199299,trivial
1199330,enhancement
1199336,normal
1199337,blocker
1199343,normal
1199345,enhancement
1199348,minor
1199351,trivial
1199361,normal
1199371,normal
1199384,blocker
1199394,blocker
1199395,minor
1199398,enhancement
1199400,major
1199411,major
1199413,minor
1199416,major
1199417,normal
1199422,major
1199423,critical
1199430,enhancement
1199433,enhancement
1199434,normal
1199436,blocker
1199452,minor
1199468,minor
1199470,enhancement
1199481,minor
1199490,minor
1199491,normal
1199498,blocker
1199518,major
1199519,critical
1199522,trivial
1199527,trivial
1199529,normal
1199531,enhancement
1199532,trivial
1199534,major
1199535,normal
1199538,major
1199540,minor
1199546,trivial
1199547,blocker
1199554,critical
1199559,trivial
1199560,major
1199561,blocker
1199562,blocker
1199565,normal
1199568,blocker
1199569,trivial
1199571,critical
1199573,trivial
1199578,blocker
1199581,major
1199583,blocker
1199594,minor
1199602,trivial
1199610,normal
1199616,trivial
1199624,minor
1199625,blocker
1199631,normal
1199638,normal
1199654,major
1199665,major
1199669,blocker
1199676,minor
1199689,critical
1199690,normal
1199693,critical
1199695,blocker
1199704,critical
1199709,enhancement
1199710,major
1199719,enhancement
1199726,minor
1199729,minor
1199735,normal
1199737,critical
1199750,normal
1199755,minor
1199764,enhancement
1199766,critical
1199767,critical
1199775,blocker
1199776,enhancement
1199783,trivial
1199785,trivial
1199791,trivial
1199792,minor
1199793,minor
1199794,major
1199796,enhancement
1199798,critical
1199807,minor
1199809,minor
1199817,minor
1199822,minor
1199831,trivial
1199843,minor
1199846,trivial
1199850,minor
1199852,major
1199853,trivial
1199857,enhancement
1199861,normal
1199862,critical
1199866,minor
1199868,minor
1199878,normal
1199879,minor
1199880,trivial
1199884,critical
1199885,normal
1199886,trivial
1199887,enhancement
1199892,major
1199898,critical
1199901,normal
1199904,major
1199911,blocker
1199912,enhancement
1199917,major
1199923,blocker
1199924,normal
1199926,trivial
1199927,normal
1199932,major
1199935,enhancement
1199939,minor
1199943,normal
1199946,major
1199950,enhancement
1199952,enhancement
1199964,enhancement
1199974,trivial
1199977,trivial
1199991,critical
1199997,trivial
1200001,minor
1200003,trivial
1200004,trivial
1200015,major
1200021,enhancement
1200026,critical
1200028,blocker
1200031,trivial
1200032,minor
1200033,enhancement
1200036,normal
1200041,critical
1200051,major
1200052,critical
1200053,major
1200054,trivial
1200059,minor
1200060,blocker
1200063,major
1200065,minor
1200072,normal
1200075,blocker
1200076,minor
1200077,major
1200080,minor
1200085,minor
1200092,normal
1200097,enhancement
1200098,enhancement
1200099,minor
1200108,critical
1200109,trivial
1200110,blocker
1200111,minor
1200115,enhancement
1200127,critical
1200131,minor
1200132,blocker
1200137,normal
1200148,trivial
1200152,blocker
1200158,blocker
1200160,blocker
1200171,normal
1200176,critical
1200186,trivial
1200193,enhancement
1200194,trivial
1200200,trivial
1200208,enhancement
1200215,minor
1200247,blocker
1200261,trivial
1200272,normal
1200274,trivial
1200278,normal
1200279,blocker
1200280,major
1200303,major
1200304,minor
1200310,enhancement
1200326,normal
1200336,trivial
1200337,normal
1200339,normal
1200341,normal
1200342,minor
1200343,critical
1200344,blocker
1200345,blocker
1200352,major
1200360,enhancement
1200361,critical
1200364,normal
1200382,normal
1200384,critical
1200388,blocker
1200391,normal
1200393,minor
1200397,critical
1200399,normal
1200403,normal
1200406,trivial
1200407,enhancement
1200411,major
1200413,blocker
1200423,normal
1200424,critical
1200426,major
1200436,critical
1200440,minor
1200444,blocker
1200450,critical
1200458,minor
1200461,trivial
1200469,major
1200477,blocker
1200482,major
1200483,major
1200484,minor
1200492,major
1200496,critical
1200498,minor
1200502,enhancement
1200506,minor
1200508,trivial
1200509,blocker
1200510,critical
1200514,enhancement
1200516,minor
1200523,normal
1200524,minor
1200533,normal
1200537,enhancement
1200559,minor
1200560,minor
1200563,critical
1200566,trivial
1200567,critical
1200568,critical
1200569,minor
1200570,minor
1200579,critical
1200580,enhancement
1200581,blocker
1200584,major
1200585,normal
1200593,major
1200595,trivial
1200602,major
1200603,critical
1200607,minor
1200609,blocker
1200611,minor
1200614,blocker
1200623,minor
1200641,enhancement
1200642,critical
1200646,major
1200650,major
1200666,blocker
1200671,critical
1200673,enhancement
1200677,enhancement
1200684,trivial
1200685,trivial
1200698,blocker
1200708,minor
1200719,major
1200729,minor
1200732,normal
1200733,enhancement
1200734,enhancement
1200735,blocker
1200740,blocker
1200742,normal
1200743,enhancement
1200751,blocker
1200755,major
1200763,enhancement
1200764,critical
1200766,blocker
1200767,major
1200768,major
1200771,blocker
1200775,blocker
1200778,enhancement
1200781,blocker
1200782,normal
1200795,enhancement
1200799,critical
1200802,normal
1200806,enhancement
1200809,enhancement
1200812,enhancement
1200816,enhancement
1200819,normal
1200823,enhancement
1200825,blocker
1200828,enhancement
1200834,normal
1200835,minor
1200836,minor
1200840,minor
1200843,trivial
1200844,minor
1200846,trivial
1200856,minor
1200864,minor
1200869,critical
1200880,minor
1200884,enhancement
1200896,critical
1200899,critical
1200903,critical
1200906,normal
1200912,major
1200916,major
1200919,enhancement
1200922,minor
1200926,normal
1200933,minor
1200934,blocker
1200936,normal
1200939,minor
1200951,minor
1200960,major
1200980,major
1200991,trivial
1201001,blocker
1201009,major
1201014,minor
1201020,minor
1201023,normal
1201024,normal
1201025,trivial
1201037,major
1201042,critical
1201047,normal
1201051,normal
1201053,normal
1201057,minor
1201058,normal
1201066,enhancement
1201075,blocker
1201078,major
1201089,blocker
1201092,major
1201096,blocker
1201098,trivial
1201100,normal
1201101,trivial
1201106,blocker
1201112,normal
1201114,blocker
1201115,minor
1201122,critical
1201124,trivial
1201126,blocker
1201127,normal
1201128,blocker
1201130,normal
1201133,blocker
1201135,normal
1201138,major
1201146,trivial
1201158,normal
1201160,trivial
1201170,critical
1201174,trivial
1201183,normal
1201190,critical
1201192,enhancement
1201197,enhancement
1201202,critical
1201205,normal
1201209,critical
1201214,minor
1201217,normal
1201224,enhancement
1201229,blocker
1201231,blocker
1201232,trivial
1201239,blocker
1201271,normal
1201272,critical
1201274,normal
1201275,minor
1201277,enhancement
1201282,critical
1201287,critical
1201309,blocker
1201310,blocker
1201314,normal
1201318,critical
1201327,critical
1201329,enhancement
1201330,blocker
1201333,critical
1201336,minor
1201342,minor
1201345,minor
1201361,minor
1201363,critical
1201367,minor
1201385,blocker
1201386,blocker
1201387,blocker
1201388,minor
1201393,critical
1201394,minor
1201395,minor
1201399,enhancement
1201401,normal
1201403,critical
1201404,trivial
1201407,major
1201408,critical
1201409,critical
1201410,minor
1201411,minor
1201420,trivial
1201421,normal
1201438,minor
1201447,blocker
1201448,minor
1201449,normal
1201450,blocker
1201453,blocker
1201459,trivial
1201460,critical
1201461,enhancement
1201462,trivial
1201463,enhancement
1201465,trivial
1201468,normal
1201469,blocker
1201470,major
1201471,minor
1201473,critical
1201481,major
1201482,trivial
1201483,normal
1201486,normal
1201490,normal
1201498,major
1201507,normal
1201508,critical
1201516,blocker
1201518,blocker
1201528,critical
1201533,trivial
1201537,trivial
1201541,minor
1201548,normal
1201554,major
1201563,trivial
1201566,minor
1201568,trivial
1201571,minor
1201590,major
1201593,normal
1201596,major
1201598,enhancement
1201603,normal
1201613,blocker
1201620,enhancement
1201632,normal
1201636,normal
1201639,blocker
1201643,trivial
1201644,critical
1201647,normal
1201648,blocker
1201649,trivial
1201660,major
1201663,major
1201664,critical
1201667,critical
1201672,major
1201682,major
1201683,normal
1201684,blocker
1201692,minor
1201693,major
1201738,blocker
1201740,blocker
1201747,trivial
1201754,critical
1201755,trivial
1201761,critical
1201763,minor
1201767,blocker
1201775,blocker
1201777,enhancement
1201779,normal
1201783,minor
1201792,critical
1201793,critical
1201795,critical
1201796,major
1201798,enhancement
1201802,trivial
1201806,blocker
1201810,normal
1201811,enhancement
1201830,blocker
1201833,trivial
1201840,major
1201841,trivial
1201842,minor
1201846,trivial
1201850,enhancement
1201854,minor
1201855,normal
1201857,trivial
1201867,minor
1201869,enhancement
1201874,blocker
1201882,minor
1201885,blocker
1201887,minor
1201889,normal
1201894,blocker
1201899,minor
1201904,normal
1201915,minor
1201923,blocker
1201931,major
1201932,normal
1201934,blocker
1201935,minor
1201937,critical
1201938,enhancement
1201941,normal
1201953,blocker
1201957,enhancement
1201960,minor
1201965,trivial
1201969,critical
1201971,major
1201987,major
1201994,blocker
1201996,minor
1201997,major
1201999,major
1202001,critical
1202006,minor
1202008,blocker
1202011,normal
1202012,critical
1202014,enhancement
1202015,major
1202022,critical
1202024,blocker
1202026,major
1202027,normal
1202028,minor
1202029,critical
1202033,critical
1202035,critical
1202036,major
1202038,blocker
1202041,normal
1202042,critical
1202045,critical
1202046,blocker
1202047,blocker
1202048,critical
1202050,normal
1202051,blocker
1202053,trivial
1202056,normal
1202065,trivial
1202067,trivial
1202072,critical
1202080,normal
1202085,major
1202087,major
1202095,trivial
1202097,normal
1202098,major
1202099,normal
1202100,major
1202104,enhancement
1202107,trivial
1202112,critical
1202113,major
1202117,blocker
1202119,critical
1202125,minor
1202134,trivial
1202138,major
1202140,trivial
1202143,blocker
1202144,critical
1202146,blocker
1202148,enhancement
1202151,blocker
1202157,minor
1202158,major
1202159,major
1202175,minor
1202194,normal
1202197,major
1202205,blocker
1202209,normal
1202210,enhancement
1202211,normal
1202222,major
1202224,minor
1202225,minor
1202233,normal
1202235,major
1202237,normal
1202239,major
1202245,blocker
1202262,major
1202263,blocker
1202266,major
1202272,normal
1202275,blocker
1202283,minor
1202286,trivial
1202291,critical
1202292,major
1202294,major
1202296,normal
1202299,enhancement
1202305,critical
1202312,enhancement
1202315,minor
1202316,normal
1202317,major
1202318,blocker
1202320,minor
1202322,enhancement
1202328,blocker
1202332,normal
1202333,major
1202337,blocker
1202350,enhancement
1202351,enhancement
1202362,trivial
1202366,blocker
1202367,minor
1202384,critical
1202386,normal
1202387,major
1202394,critical
1202397,trivial
1202410,critical
1202420,enhancement
1202421,enhancement
1202424,enhancement
1202427,minor
1202430,normal
1202431,trivial
1202435,major
1202448,enhancement
1202451,minor
1202452,blocker
1202453,normal
1202462,major
1202468,blocker
1202472,major
1202474,normal
1202475,minor
1202495,minor
1202497,enhancement
1202503,trivial
1202512,minor
1202515,critical
1202522,enhancement
1202523,enhancement
1202525,major
1202526,major
1202533,normal
1202535,normal
1202540,blocker
1202545,enhancement
1202546,critical
1202555,minor
1202556,critical
1202558,minor
1202560,major
1202561,trivial
1202564,minor
1202565,critical
1202567,normal
1202568,blocker
1202570,blocker
1202578,trivial
1202580,blocker
1202584,trivial
1202585,major
1202589,normal
1202590,enhancement
1202596,minor
1202597,enhancement
1202600,major
1202617,major
1202619,critical
1202620,critical
1202623,blocker
1202625,enhancement
1202629,major
1202630,enhancement
1202636,major
1202637,enhancement
1202643,critical
1202644,minor
1202650,blocker
1202656,minor
1202665,normal
1202666,enhancement
1202667,major
1202668,minor
1202670,normal
1202677,critical
1202683,critical
1202696,minor
1202700,critical
1202703,enhancement
1202706,blocker
1202714,trivial
1202728,major
1202729,minor
1202730,minor
1202735,trivial
1202736,normal
1202746,minor
1202748,major
1202750,trivial
1202757,blocker
1202784,major
1202788,enhancement
1202794,blocker
1202817,enhancement
1202828,blocker
1202844,minor
1202858,enhancement
1202865,trivial
1202866,enhancement
1202887,enhancement
1202895,normal
1202896,blocker
1202902,trivial
1202907,enhancement
1202908,minor
1202910,trivial
1202914,normal
1202918,major
1202923,blocker
1202925,major
1202927,enhancement
1202928,enhancement
1202940,normal
1202951,critical
1202952,enhancement
1202964,blocker
1202965,minor
1202981,minor
1202986,normal
1202988,trivial
1202989,major
1202992,normal
1202993,critical
1203000,blocker
1203005,critical
1203007,major
1203009,minor
1203012,enhancement
1203013,critical
1203015,critical
1203017,minor
1203018,trivial
1203019,trivial
1203020,normal
1203024,blocker
1203025,blocker
1203026,minor
1203027,critical
1203028,major
1203029,trivial
1203031,critical
1203032,blocker
1203035,critical
1203044,minor
1203047,normal
1203054,enhancement
1203078,blocker
1203089,trivial
1203090,normal
1203095,blocker
1203096,major
1203102,enhancement
1203107,critical
1203109,major
1203110,minor
1203113,trivial
1203130,major
1203132,normal
1203134,normal
1203135,major
1203140,blocker
1203142,major
1203151,normal
1203160,enhancement
1203164,blocker
1203169,blocker
1203184,enhancement
1203190,minor
1203191,blocker
1203199,blocker
1203202,normal
1203205,critical
1203217,critical
1203220,normal
1203232,blocker
1203234,normal
1203246,enhancement
1203248,enhancement
1203260,blocker
1203263,blocker
1203266,enhancement
1203272,critical
1203274,enhancement
1203275,critical
1203277,blocker
1203278,enhancement
1203283,major
1203287,critical
1203289,blocker
1203290,enhancement
1203297,trivial
1203304,minor
1203307,trivial
1203312,trivial
1203314,major
1203321,critical
1203322,blocker
1203324,minor
1203326,blocker
1203350,minor
1203351,major
1203353,trivial
1203357,blocker
1203358,major
1203359,blocker
1203361,minor
1203364,trivial
1203367,enhancement
1203368,normal
1203374,normal
1203376,critical
1203378,enhancement
1203379,critical
1203380,normal
1203381,major
1203382,minor
1203386,major
1203387,enhancement
1203388,enhancement
1203389,minor
1203393,enhancement
1203400,major
1203404,blocker
1203405,blocker
1203412,enhancement
1203416,trivial
1203417,trivial
1203418,enhancement
1203423,critical
1203426,minor
1203427,minor
1203430,minor
1203431,trivial
1203432,critical
1203441,minor
1203445,trivial
1203449,trivial
1203457,enhancement
1203459,critical
1203462,trivial
1203463,blocker
1203467,enhancement
1203470,blocker
1203472,critical
1203476,critical
1203477,critical
1203479,blocker
1203480,blocker
1203487,minor
1203490,minor
1203495,normal
1203498,enhancement
1203499,major
1203500,minor
1203501,blocker
1203502,trivial
1203503,normal
1203516,major
1203517,major
1203541,trivial
1203542,blocker
1203553,minor
1203561,blocker
1203564,blocker
1203565,trivial
1203567,minor
1203571,normal
1203574,enhancement
1203575,enhancement
1203585,normal
1203588,trivial
1203595,trivial
1203610,major
1203613,critical
1203616,enhancement
1203626,enhancement
1203637,major
1203649,trivial
1203652,enhancement
1203655,critical
1203658,major
1203662,enhancement
1203668,normal
1203671,critical
1203680,enhancement
1203683,enhancement
1203687,enhancement
1203689,blocker
1203695,minor
1203696,enhancement
1203701,enhancement
1203719,normal
1203733,minor
1203736,normal
1203737,critical
1203740,minor
1203741,trivial
1203742,trivial
1203744,blocker
1203747,critical
1203749,trivial
1203753,trivial
1203757,enhancement
1203760,critical
1203763,major
1203766,normal
1203789,minor
1203790,blocker
1203791,major
1203796,minor
1203799,enhancement
1203802,critical
1203803,blocker
1203809,minor
1203811,minor
1203813,normal
1203814,blocker
1203820,normal
1203827,enhancement
1203829,major
1203834,major
1203835,critical
1203836,minor
1203837,normal
1203840,enhancement
1203844,minor
1203846,minor
1203849,enhancement
1203851,minor
1203857,trivial
1203859,major
1203860,trivial
1203861,trivial
1203862,normal
1203865,critical
1203866,enhancement
1203867,major
1203869,trivial
1203871,blocker
1203872,normal
1203873,critical
1203877,major
1203879,minor
1203881,trivial
1203882,enhancement
1203887,normal
1203890,enhancement
1203891,major
1203894,trivial
1203896,trivial
1203897,minor
1203899,trivial
1203900,enhancement
1203901,enhancement
1203903,normal
1203906,blocker
1203916,major
1203920,critical
1203921,minor
1203925,enhancement
1203926,critical
1203928,enhancement
1203929,major
1203939,normal
1203942,minor
1203943,enhancement
1203944,major
1203946,normal
1203948,critical
1203951,enhancement
1203956,trivial
1203961,enhancement
1203962,normal
1203963,trivial
1203964,trivial
1203968,trivial
1203971,critical
1203973,blocker
1203976,trivial
1203979,normal
1203985,critical
1203992,normal
1204024,normal
1204025,blocker
1204026,critical
1204027,minor
1204028,trivial
1204029,enhancement
1204036,normal
1204038,minor
1204041,minor
1204042,trivial
1204043,blocker
1204044,trivial
1204057,blocker
1204058,blocker
1204061,normal
1204062,major
1204065,trivial
1204069,trivial
1204070,critical
1204073,minor
1204076,major
1204082,trivial
1204084,trivial
1204085,trivial
1204099,enhancement
1204102,enhancement
1204106,enhancement
1204107,critical
1204115,minor
1204134,major
1204136,minor
1204143,critical
1204147,normal
1204155,enhancement
1204160,critical
1204165,major
1204166,minor
1204167,blocker
1204168,trivial
1204169,trivial
1204170,minor
1204171,major
1204172,minor
1204181,trivial
1204183,major
1204184,blocker
1204187,normal
1204189,trivial
1204191,trivial
1204192,trivial
1204193,blocker
1204194,enhancement
1204195,trivial
1204201,normal
1204202,critical
1204207,normal
1204208,major
1204210,enhancement
1204214,trivial
1204223,minor
1204239,minor
1204243,major
1204245,blocker
1204250,enhancement
1204254,normal
1204261,normal
1204269,minor
1204272,normal
1204274,critical
1204277,trivial
1204284,blocker
1204291,enhancement
1204292,minor
1204294,critical
1204301,major
1204306,blocker
1204308,trivial
1204310,blocker
1204321,normal
1204322,trivial
1204324,minor
1204332,normal
1204335,normal
1204336,normal
1204337,trivial
1204338,blocker
1204341,normal
1204349,enhancement
1204350,blocker
1204368,blocker
1204382,minor
1204386,critical
1204387,minor
1204389,major
1204392,minor
1204393,enhancement
1204394,minor
1204397,blocker
1204398,trivial
1204400,blocker
1204401,trivial
1204402,enhancement
1204403,normal
1204404,major
1204405,critical
1204406,normal
1204407,critical
1204413,blocker
1204414,blocker
1204416,normal
1204419,blocker
1204422,normal
1204423,normal
1204426,blocker
1204430,enhancement
1204434,major
1204439,critical
1204442,trivial
1204465,trivial
1204468,enhancement
1204470,normal
1204471,major
1204491,minor
1204493,critical
1204498,minor
1204501,normal
1204502,blocker
1204503,trivial
1204518,normal
1204519,enhancement
1204520,trivial
1204523,major
1204528,minor
1204529,critical
1204535,enhancement
1204538,blocker
1204540,minor
1204543,blocker
1204549,trivial
1204550,blocker
1204551,minor
1204553,trivial
1204554,minor
1204562,blocker
1204580,trivial
1204581,enhancement
1204584,trivial
1204585,critical
1204594,blocker
1204596,trivial
1204597,trivial
1204604,trivial
1204605,trivial
1204606,enhancement
1204607,blocker
1204608,blocker
1204610,critical
1204611,critical
1204612,critical
1204613,major
1204614,enhancement
1204618,trivial
1204620,major
1204622,enhancement
1204648,enhancement
1204657,enhancement
1204663,minor
1204669,normal
1204675,normal
1204678,major
1204680,normal
1204685,minor
1204689,major
1204692,critical
1204694,minor
1204696,major
1204700,critical
1204701,blocker
1204702,trivial
1204703,trivial
1204706,normal
1204709,critical
1204712,trivial
1204715,blocker
1204719,critical
1204721,minor
1204722,trivial
1204725,normal
1204726,minor
1204727,major
1204731,trivial
1204750,blocker
1204751,trivial
1204752,major
1204757,critical
1204761,critical
1204763,blocker
1204772,normal
1204775,minor
1204776,trivial
1204778,blocker
1204779,enhancement
1204782,major
1204784,minor
1204785,major
1204787,blocker
1204789,trivial
1204790,enhancement
1204799,major
1204806,critical
1204807,normal
1204809,normal
1204821,blocker
1204823,normal
1204824,enhancement
1204835,normal
1204841,normal
1204847,enhancement
1204848,blocker
1204849,minor
1204850,blocker
1204854,major
1204855,trivial
1204856,critical
1204857,blocker
1204863,normal
1204864,normal
1204866,blocker
1204868,major
1204870,critical
1204871,normal
1204872,trivial
1204877,normal
1204880,enhancement
1204882,critical
1204883,minor
1204885,minor
1204893,blocker
1204895,critical
1204897,trivial
1204902,trivial
1204904,enhancement
1204909,critical
1204912,minor
1204913,normal
1204919,critical
1204922,major
1204924,critical
1204931,trivial
1204932,blocker
1204950,minor
1204952,blocker
1204967,trivial
1204973,normal
1204979,blocker
1204983,enhancement
1204985,blocker
1204989,minor
1204991,trivial
1204994,critical
1205012,trivial
1205016,enhancement
1205020,blocker
1205025,normal
1205027,major
1205030,minor
1205045,critical
1205052,enhancement
1205054,enhancement
1205056,trivial
1205060,enhancement
1205073,normal
1205074,normal
1205081,trivial
1205083,critical
1205085,blocker
1205087,enhancement
1205105,major
1205109,normal
1205110,major
1205112,critical
1205121,trivial
1205129,enhancement
1205130,major
1205132,critical
1205133,minor
1205134,enhancement
1205135,critical
1205137,blocker
1205143,major
1205144,critical
1205148,minor
1205151,major
1205153,minor
1205154,trivial
1205156,major
1205158,enhancement
1205160,normal
1205161,blocker
1205163,major
1205164,normal
1205166,critical
1205167,minor
1205168,minor
1205177,trivial
1205179,trivial
1205191,trivial
1205193,enhancement
1205194,trivial
1205195,enhancement
1205199,blocker
1205200,major
1205201,critical
1205202,critical
1205204,enhancement
1205208,normal
1205210,minor
1205213,critical
1205219,critical
1205222,trivial
1205225,trivial
1205228,critical
1205229,minor
1205230,blocker
1205232,blocker
1205233,major
1205237,major
1205242,minor
1205250,major
1205251,critical
1205254,enhancement
1205255,minor
1205263,normal
1205266,critical
1205269,enhancement
1205273,enhancement
1205278,minor
1205281,normal
1205283,critical
1205285,normal
1205288,major
1205289,minor
1205290,minor
1205298,minor
1205302,minor
1205318,minor
1205321,minor
1205323,blocker
1205327,major
1205328,blocker
1205332,critical
1205333,trivial
1205338,trivial
1205339,trivial
1205341,major
1205343,blocker
1205348,trivial
1205351,minor
1205364,critical
1205369,enhancement
1205372,normal
1205390,critical
1205391,blocker
1205395,blocker
1205405,normal
1205410,blocker
1205419,enhancement
1205421,major
1205424,critical
1205427,blocker
1205433,blocker
1205438,major
1205446,normal
1205448,normal
1205454,blocker
1205456,enhancement
1205458,blocker
1205459,minor
1205461,trivial
1205463,normal
1205465,major
1205466,enhancement
1205467,minor
1205470,normal
1205473,critical
1205475,trivial
1205476,trivial
1205480,enhancement
1205486,blocker
1205495,major
1205506,critical
1205508,trivial
1205511,minor
1205514,normal
1205515,enhancement
1205516,normal
1205519,minor
1205521,critical
1205522,enhancement
1205524,minor
1205527,enhancement
1205533,critical
1205540,critical
1205541,normal
1205552,enhancement
1205557,blocker
1205558,critical
1205559,enhancement
1205566,normal
1205570,major
1205573,blocker
1205580,normal
1205582,minor
1205586,normal
1205592,minor
1205600,normal
1205603,minor
1205604,blocker
1205605,normal
1205606,trivial
1205617,minor
1205619,minor
1205621,trivial
1205623,minor
1205630,minor
1205631,enhancement
1205639,enhancement
1205642,enhancement
1205643,critical
1205644,blocker
1205645,trivial
1205647,major
1205648,blocker
1205649,critical
1205654,minor
1205669,major
1205672,major
1205691,critical
1205707,minor
1205708,minor
1205713,major
1205724,normal
1205725,trivial
1205733,blocker
1205738,blocker
1205741,blocker
1205744,minor
1205755,enhancement
1205764,trivial
1205767,major
1205770,blocker
1205771,trivial
1205773,minor
1205774,major
1205775,critical
1205778,blocker
1205779,normal
1205787,normal
1205790,enhancement
1205793,enhancement
1205810,major
1205811,normal
1205816,enhancement
1205819,trivial
1205821,enhancement
1205822,normal
1205825,normal
1205842,trivial
1205846,major
1205853,normal
1205857,blocker
1205860,trivial
1205863,trivial
1205865,minor
1205866,normal
1205870,minor
1205873,minor
1205876,blocker
1205880,blocker
1205881,major
1205887,normal
1205893,blocker
1205900,minor
1205909,critical
1205911,trivial
1205913,critical
1205917,blocker
1205921,minor
1205922,minor
1205923,minor
1205925,critical
1205926,enhancement
1205930,trivial
1205937,blocker
1205938,minor
1205941,critical
1205942,minor
1205945,minor
1205946,major
1205962,critical
1205970,critical
1205971,normal
1205979,major
1205983,normal
1205987,normal
1205995,enhancement
1205998,minor
1206008,enhancement
1206011,enhancement
1206030,trivial
1206051,normal
1206060,major
1206066,trivial
1206072,enhancement
1206074,enhancement
1206076,enhancement
1206079,trivial
1206084,critical
1206091,enhancement
1206096,trivial
1206099,critical
1206105,blocker
1206107,major
1206109,normal
1206121,normal
1206124,critical
1206133,normal
1206146,enhancement
1206149,major
1206151,blocker
1206161,normal
1206163,critical
1206165,major
1206166,blocker
1206168,critical
1206179,critical
1206184,trivial
1206185,blocker
1206187,blocker
1206189,enhancement
1206190,trivial
1206193,minor
1206199,blocker
1206209,blocker
1206210,normal
1206211,minor
1206226,major
1206247,normal
1206255,major
1206256,enhancement
1206258,trivial
1206259,enhancement
1206260,blocker
1206261,enhancement
1206265,critical
1206288,blocker
1206290,blocker
1206295,minor
1206298,trivial
1206300,critical
1206301,blocker
1206302,trivial
1206304,enhancement
1206308,enhancement
1206312,critical
1206316,enhancement
1206323,critical
1206326,blocker
1206327,blocker
1206328,enhancement
1206331,major
1206332,minor
1206335,minor
1206342,normal
1206344,major
1206346,enhancement
1206351,minor
1206356,normal
1206357,normal
1206358,trivial
1206360,major
1206362,enhancement
1206363,major
1206375,trivial
1206387,major
1206392,minor
1206404,minor
1206407,blocker
1206411,normal
1206418,trivial
1206424,enhancement
1206427,trivial
1206428,trivial
1206447,minor
1206451,trivial
1206464,blocker
1206465,blocker
1206468,major
1206482,enhancement
1206483,blocker
1206491,blocker
1206500,critical
1206504,critical
1206516,minor
1206520,enhancement
1206524,critical
1206526,blocker
1206537,enhancement
1206538,normal
1206539,enhancement
1206545,major
1206550,critical
1206551,minor
1206556,normal
1206558,minor
1206564,trivial
1206565,critical
1206567,normal
1206568,major
1206569,critical
1206570,enhancement
1206574,major
1206576,critical
1206578,critical
1206582,critical
1206584,major
1206588,trivial
1206590,critical
1206591,minor
1206594,blocker
1206596,trivial
1206598,critical
1206605,normal
1206607,enhancement
1206616,minor
1206619,minor
1206626,major
1206631,trivial
1206632,enhancement
1206637,blocker
1206640,blocker
1206650,trivial
1206651,critical
1206652,critical
1206654,blocker
1206657,critical
1206659,enhancement
1206665,normal
1206669,minor
1206672,trivial
1206675,blocker
1206676,trivial
1206677,minor
1206679,trivial
1206689,critical
1206699,major
1206700,major
1206703,major
1206704,minor
1206708,critical
1206711,normal
1206719,major
1206720,critical
1206721,minor
1206726,enhancement
1206729,major
1206733,minor
1206735,major
1206743,trivial
1206744,blocker
1206750,critical
1206753,minor
1206758,major
1206761,minor
1206763,blocker
1206765,blocker
1206766,minor
1206769,major
1206770,major
1206771,blocker
1206773,enhancement
1206778,minor
1206795,normal
1206800,enhancement
1206801,major
1206803,critical
1206808,trivial
1206809,normal
1206817,minor
1206818,enhancement
1206821,critical
1206829,trivial
1206836,critical
1206837,blocker
1206841,critical
1206844,critical
1206845,blocker
1206858,major
1206867,minor
1206869,major
1206879,trivial
1206885,major
1206886,major
1206887,major
1206888,major
1206891,trivial
1206893,critical
1206894,critical
1206895,critical
1206900,major
1206904,minor
1206907,normal
1206915,major
1206919,trivial
1206920,minor
1206938,major
1206947,normal
1206948,blocker
1206950,blocker
1206952,trivial
1206955,trivial
1206956,enhancement
1206957,critical
1206958,trivial
1206961,critical
1206962,normal
1206964,minor
1206966,critical
1206969,trivial
1206970,enhancement
1206977,major
1206979,trivial
1206980,blocker
1206981,critical
1206982,minor
1206985,minor
1206986,major
1206987,enhancement
1206991,critical
1206994,blocker
1206995,critical
1206996,major
1206999,major
1207000,enhancement
1207001,blocker
1207002,major
1207003,normal
1207006,major
1207012,critical
1207014,trivial
1207017,critical
1207019,critical
1207021,critical
